AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
41,7434,8453,9249,9438,5700,1140,2,2.00E+04,1,0,0,0,0,0,-1,1300,3.00E+03,189,0,1140,390,2,0
34,64575,65961,64308,65047,66504,74360,2,8.00E+04,1,1,2,2,0,0,0,3.00E+03,0,2400,2500,9.00E+03,0,1,0
37,74418,3251,86800,84144,83699,121930,1,2.00E+05,1,0,-1,-1,0,0,0,3251,86804,1820,2.90E+04,71439,2738,2,0
25,1180,7667,9044,8397,6763,0,2,1.50E+05,3,-1,-1,-1,0,0,0,7705,9047,8,33,0,0,1,1
38,3872,5409,16770,83490,0,52281,1,3.20E+05,2,-1,-1,-1,-1,-1,-1,5409,16778,83490,0,52281,15643,1,0
26,52593,65221,73395,81697,57517,58920,1,2.20E+05,1,0,0,0,0,0,0,1.50E+04,1.00E+04,1.00E+04,5.00E+03,1776,1.00E+04,2,0
33,7547,3773,4329,8638,2279,-1,2,1.30E+05,2,0,0,-1,-1,-1,-1,1011,4345,9261,2285,0,338,2,0
38,1276,3666,2779,3140,1831,5347,2,3.10E+05,2,-1,-1,-1,-1,0,0,3666,2787,3140,0,5347,1420,2,0
34,8069,2855,11744,5886,12916,3177,2,1.70E+05,2,-1,-1,-1,-1,-1,-1,2855,11900,5886,12916,3177,4511,2,1
23,17191,17864,18408,18393,18238,18345,1,6.00E+04,2,0,0,0,0,0,0,1700,1600,1.00E+03,1.00E+03,1.00E+03,2.00E+03,2,0
33,177017,107267,11426,96562,144345,141659,2,1.80E+05,1,0,0,-1,-1,0,0,20135,12099,96562,4.90E+04,1.40E+05,6.00E+03,1,0
24,15036,16069,16774,17266,17539,18033,1,2.00E+04,2,0,0,0,0,0,0,1580,1280,770,700,785,600,2,0
40,4289,1.00E+03,0,0,0,0,2,1.80E+05,2,-1,-1,-1,-2,-2,-2,1.00E+03,0,0,0,0,10443,1,0
36,25028,26054,20344,7311,6100,2160,2,8.00E+04,1,0,0,0,0,0,0,3033,3379,0,0,0,0,1,0
32,71731,75357,62407,63706,59452,47868,2,5.00E+05,2,-2,-2,-2,-2,-2,-2,25487,80389,50132,22208,30167,25036,1,0
28,15280,16230,17153,17351,19509,18900,2,3.00E+04,2,0,0,0,0,0,3,1500,1500,780,2600,0,900,2,1
38,88112,91640,93480,95256,96964,71250,2,3.80E+05,1,0,0,0,0,0,0,4569,4.00E+03,3.00E+03,5.00E+03,5.00E+03,2070,1,0
69,83858,66979,65728,64490,53186,52136,3,2.00E+05,1,0,0,0,0,0,0,3207,3042,2100,2008,2508,2.00E+03,1,0
25,19744,19137,19476,16911,11893,9583,2,2.00E+04,1,-1,2,0,0,0,0,0,1200,0,5.00E+03,1.00E+03,0,2,1
23,18193,19241,19346,15754,15855,15011,2,7.00E+04,2,-1,0,0,0,0,0,1352,1237,545,726,353,99,2,1
36,1.00E+03,1.00E+03,3.00E+03,1.00E+03,1.00E+03,1500,1,1.70E+05,1,-1,-1,-1,0,-1,-1,1.00E+03,3.00E+03,0,1.00E+03,1500,1.00E+03,2,0
24,7199,8275,9232,9266,9501,9729,2,1.00E+04,2,0,0,0,0,0,0,1350,1270,300,350,350,300,2,1
37,1.00E+04,7419,7392,8265,8631,17974,2,1.00E+04,1,0,-1,0,0,0,0,7419,1400,1.00E+03,500,500,500,2,0
28,23702,23917,24460,435,435,435,1,1.40E+05,2,0,0,0,-1,-1,-1,1457,1.00E+03,435,435,435,435,1,0
28,9845,11991,17111,19585,9756,3282,1,4.50E+05,2,-1,0,0,0,-1,-1,3.00E+03,1.00E+04,3.00E+03,1.00E+04,3300,326,1,0
36,15401,23032,54759,52030,71797,93159,1,5.00E+05,2,-1,-1,0,-1,-1,-1,23128,40105,52221,71852,93218,179568,1,0
33,53282,50936,49911,19817,20492,20365,2,5.00E+04,2,0,0,0,0,0,0,3.00E+03,2300,715,1.00E+03,878,1.00E+03,1,1
42,8965,8640,9412,9604,9800,0,3,1.00E+04,1,2,0,0,0,0,0,1228,1.00E+03,192,196,0,8138,2,1
70,7109,9999,5300,5300,0,0,3,2.00E+05,2,-1,-1,-1,0,0,-2,10025,5300,0,0,0,0,2,0
42,4279,100815,15906,81768,4887,43827,1,4.00E+05,2,-2,-2,-2,-2,-2,-2,101319,15942,82308,4903,44257,53406,1,0
25,832,416,832,416,832,416,2,8.00E+04,2,-1,2,-1,0,-1,0,0,832,0,832,0,416,1,1
23,12271,11791,11305,12216,12374,12026,1,3.00E+04,2,1,3,2,2,2,2,0,0,1100,500,0,445,2,0
30,1943,855,7288,1055,710,755,1,2.60E+05,2,-1,-1,-1,-1,-1,-1,855,7288,1055,710,755,955,1,0
35,-13,2639,1610,1231,1419,14143,1,4.90E+05,2,-2,-2,-2,-2,-2,-2,2652,1618,1237,1426,14214,11493,1,0
25,9634,4476,8830,8153,6422,500,1,3.00E+04,2,-2,-2,-2,-2,-2,-2,7,7002,13,155,1,0,2,0
23,18436,19219,6140,6140,0,0,1,2.00E+04,2,0,0,0,0,0,-2,1500,1.00E+03,0,0,0,0,1,0
29,40117,45598,44570,47133,46249,47179,2,5.00E+04,1,0,0,2,2,2,0,6138,0,3618,0,1850,1862,2,1
24,0,5536,18884,18059,18163,16990,3,2.00E+04,2,1,-1,0,0,0,2,5536,1.40E+04,137,500,0,0,1,0
28,24611,18920,13124,18859,19828,36666,2,2.00E+04,2,2,2,0,0,0,0,0,1200,7500,1015,1.50E+04,0,2,1
33,411,10983,8548,11190,8210,7981,2,3.40E+05,1,2,-1,-1,-1,-1,-1,11038,8591,11246,8251,8021,0,2,0
44,5630,390,5090,19394,205,0,2,2.30E+05,1,-1,-1,-1,-1,-1,-1,390,5090,19394,0,3916,3916,2,1
53,126750,119997,108738,71835,62539,61906,2,1.30E+05,1,0,0,0,0,0,0,5996,4148,2477,2346,2640,3.00E+04,2,0
29,204541,170572,80620,82300,0,0,2,2.00E+05,1,0,0,0,0,0,-2,7186,3900,3900,0,0,0,2,0
43,15641,15105,16545,16977,16563,17688,2,5.00E+04,1,2,2,2,2,2,2,0,2.00E+03,1.00E+03,0,1400,0,1,1
37,117471,104341,96395,82476,84205,84162,2,1.30E+05,2,0,0,0,0,0,0,3857,3734,2924,3029,3009,3116,1,0
37,2461,8040,9640,0,5100,2350,2,1.90E+05,1,2,-1,0,0,-1,2,8040,2.00E+03,0,5100,0,2792,1,1
36,49732,48658,51802,50737,48763,50908,2,5.00E+04,1,2,2,2,2,0,0,0,4.00E+03,7,1900,3903,2,1,1
34,11367,10982,10243,10826,11699,10146,2,5.00E+04,1,0,0,2,0,0,0,3.00E+03,1.00E+03,1.00E+03,1.00E+03,2.00E+03,2.00E+03,2,0
43,7489,5798,15112,0,0,0,2,9.00E+04,1,-2,-2,-2,-2,-2,-2,5833,15114,0,0,0,0,2,0
31,744,9613,18748,18694,11606,7516,2,3.60E+05,2,-1,-1,-1,0,0,-1,9667,18781,6729,58,7553,8758,1,0
25,225416,220405,226731,231456,237707,243555,2,4.40E+05,2,2,2,0,0,0,0,0,1.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,2,1
33,142272,143386,141711,142569,141733,142982,2,1.90E+05,1,0,0,0,0,0,0,8007,8.00E+03,8.00E+03,5500,5339,5058,2,0
35,10043,17883,9322,15693,5588,10161,1,4.00E+05,1,-2,-2,-2,-2,-2,-1,18057,9368,15771,5616,10173,10077,2,0
32,0,0,0,0,0,0,1,3.60E+05,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1
30,27836,28998,29480,29500,0,0,2,3.00E+04,1,0,0,0,0,0,-2,2.00E+03,1200,1.00E+03,0,1500,0,1,0
35,10281,9949,8838,8838,0,0,5,1.00E+04,2,3,2,0,0,0,-2,25,4.00E+03,0,1.00E+03,0,0,1,0
22,7130,8185,9084,8667,8848,5328,2,2.00E+04,2,0,0,0,0,0,0,1177,1076,249,258,500,500,2,0
31,63441,29091,29802,30395,31034,31668,2,7.00E+04,2,0,0,0,0,0,0,1789,1500,1089,1130,1150,1200,1,0
31,7914,4221,23907,28528,24965,5727,1,3.50E+05,1,-2,-2,-1,0,0,-1,4221,23916,25528,2965,5753,8095,2,0
25,19045,20438,19771,20241,19364,18260,3,2.00E+04,1,1,2,3,2,2,0,2.00E+03,0,1.00E+03,0,1.00E+03,0,2,0
39,157,-1049,-2681,1975,2244,3294,3,1.90E+05,1,-1,-1,-2,-1,-1,-1,0,0,6475,2244,2284,0,2,0
43,7470,8492,9547,20766,12197,12994,2,2.00E+04,1,0,0,0,0,0,0,1145,1200,2.00E+03,3.00E+03,1.00E+03,2.00E+03,2,0
28,11684,1127,1943,13312,-5,-5,1,3.20E+05,2,-1,-1,-2,-1,-1,-2,1135,1952,13375,5,0,0,2,0
33,76025,78548,77882,79471,81121,1685,2,5.00E+04,1,0,0,0,0,0,0,3750,1558,1589,1650,9980,0,2,1
37,58337,0,0,14515,8758,6882,1,1.50E+05,1,-1,-1,-2,-1,-1,0,0,0,14515,8758,6880,8267,2,0
40,390,390,390,390,390,390,2,2.00E+05,1,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,2,1
46,121198,123834,136629,139504,142269,145250,2,2.00E+05,2,0,0,0,0,0,0,4593,14955,5143,5166,5349,5538,2,0
26,0,1516,11533,9463,3884,3033,1,2.00E+05,2,-2,-2,-1,0,0,0,1516,11533,189,1.00E+03,2050,11300,1,0
48,38031,31677,27240,31505,25979,25925,3,5.00E+04,1,0,0,0,0,0,0,2.00E+03,2.00E+03,5.00E+03,2.00E+03,2.10E+04,0,2,0
52,27101,30360,28002,23879,4178,0,2,3.00E+04,1,0,0,2,0,0,0,4110,94,1879,84,0,0,2,0
33,1547,0,0,0,0,0,2,1.70E+05,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0
52,6969,6712,7722,7875,8041,8357,3,1.00E+04,1,1,2,0,0,0,0,0,1128,281,292,450,1415,1,1
38,6715,7736,8745,9394,9101,9282,2,2.00E+04,1,0,0,0,0,2,0,1287,1296,945,0,481,829,1,0
50,63889,65512,68764,14353,16110,17832,3,5.00E+04,1,0,0,0,2,0,0,2800,4.00E+03,0,2.00E+03,2.00E+03,1.00E+03,1,0
28,46430,47679,48783,49981,44211,48568,1,1.00E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,2.00E+03,1514,5.00E+03,0,2,0
23,7040,7897,7622,8294,8016,9382,1,2.00E+04,2,2,2,2,2,2,2,1128,0,800,0,1500,815,1,1
30,0,0,550,0,0,0,1,1.70E+05,2,1,-2,-1,-1,-2,-2,0,550,0,0,0,0,2,1
31,149893,152529,152882,113347,114554,116357,1,3.00E+05,1,0,0,0,0,0,0,7.00E+03,6.00E+03,4084,4056,4300,6609,2,0
29,0,0,0,0,0,0,1,4.80E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
30,16570,18989,18387,22047,23691,25547,2,3.00E+04,2,0,0,2,0,0,0,3.00E+03,0,4.00E+03,2.00E+03,2250,1500,2,0
55,7970,10320,10005,10838,11663,13301,1,2.90E+05,3,0,0,2,0,0,0,2482,0,1.00E+03,1.00E+03,2.00E+03,2.00E+03,1,1
31,4213,5897,2365,5004,5531,3567,3,1.50E+05,2,-1,-1,-1,-1,-1,-1,5914,2378,5019,5547,3576,5138,1,0
34,97463,99018,100493,101937,104159,102324,1,1.20E+05,1,2,2,2,2,2,2,4.00E+03,4.00E+03,4.00E+03,4.00E+03,0,8.00E+03,1,1
55,435,435,285,-150,-585,1020,3,1.00E+05,1,2,-1,-1,-1,-2,-1,435,285,0,0,2040,0,1,0
33,45226,46080,32218,20650,0,0,5,5.00E+04,2,0,0,0,0,0,-2,1618,1647,1050,0,0,0,1,0
37,0,0,0,0,0,0,1,3.10E+05,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1
45,1651,0,390,390,780,0,2,2.00E+04,1,-2,-2,-2,-2,-2,-2,0,390,390,780,0,0,1,0
24,13470,14748,15761,17497,17075,19777,3,2.00E+04,2,0,0,0,0,2,2,1500,1264,2.00E+03,0,3.00E+03,0,1,1
36,1838,921,943,1467,25075,6862,1,2.20E+05,2,-1,-1,-1,-1,-1,-1,923,945,1471,25150,6882,7715,2,0
34,0,0,0,0,552,252,1,1.50E+05,2,1,-2,-2,-2,-1,2,0,0,0,552,0,13404,2,1
41,52955,51847,50307,27707,28479,28979,3,5.00E+04,1,4,3,2,0,0,-1,0,0,0,974,31100,1200,1,1
28,69186,72450,73798,74682,79586,78261,2,9.00E+04,2,0,0,0,0,0,2,5.00E+03,3158,2600,6.00E+03,0,1.90E+04,2,0
22,5473,7492,4988,11680,6590,0,2,2.00E+04,2,0,0,2,0,0,0,2300,0,102,1500,0,0,2,0
51,196875,180428,131111,112995,107300,101918,3,2.00E+05,2,0,0,0,0,0,0,7657,4814,3921,4.00E+03,4365,1.10E+04,2,0
31,45605,46669,47892,49098,50152,51812,2,8.00E+04,2,0,0,0,0,0,0,1800,2.00E+03,2.00E+03,2.00E+03,2500,4.00E+03,1,0
24,6.30E+04,64397,65253,63609,68397,69605,2,7.00E+04,2,3,2,2,2,2,2,3.00E+03,2500,0,6.00E+03,2500,2700,1,1
58,0,0,3.00E+03,1800,29387,22980,3,2.30E+05,1,1,-2,-1,-1,-1,0,0,3.00E+03,1800,29387,1200,2525,2,0
46,39115,40176,39681,29213,25356,22723,1,8.00E+04,1,0,0,0,0,0,0,2.00E+03,2490,1522,1100,960,988,1,0
36,124,0,0,428,0,0,1,2.80E+05,2,1,-2,-2,-1,-1,-2,0,0,428,0,0,0,2,0
35,27160,26444,28694,27936,29930,29302,3,3.00E+04,1,2,2,2,2,2,2,0,3.00E+03,0,2600,0,1600,2,1
36,16818,20213,19590,21261,20783,22081,2,3.00E+04,1,2,2,2,2,2,2,4.00E+03,0,2.00E+03,0,1800,0,2,1
51,18673,17572,18584,19097,19328,37576,2,2.00E+04,1,0,0,0,0,0,0,1297,1309,822,682,0,1558,1,0
30,3686,5557,5816,1288,23196,15072,2,2.30E+05,1,-1,-1,-1,0,-1,-1,5619,5838,7,23312,15147,16518,2,0
27,21275,22517,23707,24145,24068,24350,1,3.60E+05,2,0,0,0,0,0,2,1800,1800,1.00E+03,1649,1003,3,2,1
44,367,15272,12925,75667,67609,71946,1,5.00E+05,1,-1,-1,-1,0,-1,-1,16652,76146,67697,67609,71946,1.40E+04,1,0
27,-1860,-2790,-4650,930,930,2010,1,1.60E+05,2,1,-2,-2,-1,-1,-1,0,0,5580,930,2010,0,1,0
48,2400,2400,2400,2400,2400,2400,1,1.70E+05,2,2,2,7,7,7,7,0,0,0,0,0,0,1,0
29,67336,53400,52214,32386,32848,28557,1,4.30E+05,2,0,0,0,0,0,0,3261,3051,1199,2.00E+03,2.00E+03,140908,2,0
42,47612,97918,49376,19693,19677,19657,2,5.00E+04,2,-1,0,0,0,0,0,2113,1949,685,700,712,674,1,0
38,-507,751,15369,7845,6786,0,3,3.60E+05,2,1,-1,-1,0,0,0,1502,15369,200,0,0,0,2,0
23,78426,77613,62963,58470,59069,51599,2,1.30E+05,2,0,0,0,0,0,0,3.00E+03,3.00E+03,3.00E+03,2500,2.00E+03,3.00E+03,2,0
29,430990,436979,329814,289341,287809,293176,2,4.40E+05,2,0,0,0,0,0,0,18887,12076,10042,11005,11069,9006,1,0
38,194358,185907,180618,184110,189134,194966,2,2.10E+05,2,0,0,0,0,0,0,8.00E+03,1.00E+04,8.00E+03,8.00E+03,9.00E+03,8.00E+03,2,0
29,78,78,78,78,78,-121,1,1.30E+05,2,-1,3,2,2,2,2,0,0,0,0,0,0,2,0
35,1533,-12,2493,-6,1299,-2,1,3.60E+05,2,-2,-2,-2,-2,-2,-2,24,2505,0,1305,0,0,1,1
23,4731,6642,11508,16953,17310,18466,2,2.00E+04,2,0,0,0,0,0,0,2.00E+03,5.00E+03,6.00E+03,626,1441,0,2,0
34,16501,15947,18134,17622,19249,14259,2,5.00E+04,1,1,2,2,2,2,2,0,2500,0,2.00E+03,0,1.00E+03,1,1
29,0,0,0,0,0,0,3,5.00E+04,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
24,390,390,390,780,780,0,2,5.00E+04,2,-1,-1,-1,-1,0,0,390,390,780,0,0,0,2,0
35,9647,10390,10816,9746,9798,10401,2,8.00E+04,1,0,0,0,0,0,0,1206,1131,322,490,1402,201,2,0
34,500,300,0,0,418,964,2,1.90E+05,1,-1,-1,-1,-2,-1,-1,300,0,0,418,964,670,2,0
46,42674,45983,46927,47759,46865,47930,3,1.00E+05,1,2,2,2,2,2,0,4.00E+03,2.00E+03,1900,0,2.00E+03,4.00E+03,2,1
49,151822,86002,75782,76333,77956,77553,2,1.50E+05,2,0,0,0,0,0,0,2985,2700,5.00E+03,2823,2865,2679,1,1
30,548,0,0,0,0,1769,3,5.10E+05,2,-2,-2,-2,-2,-2,-2,0,0,0,0,1769,0,1,0
31,44970,48101,46993,47940,50903,49794,2,5.00E+04,1,0,0,2,0,0,2,3855,0,1694,3713,2.00E+03,1900,2,1
38,0,0,0,0,3189,177585,2,3.60E+05,2,-2,-2,-2,-2,-1,0,0,0,0,3189,1.77E+05,5.00E+03,1,0
35,86239,75600,2800,21881,0,6780,1,1.70E+05,1,0,0,-1,-1,-1,-1,1512,2800,21881,0,6780,530,2,0
24,17781,19388,19933,17331,12822,19924,1,2.00E+04,2,2,0,0,0,0,0,2.00E+03,1300,390,388,1.00E+04,400,1,1
41,44966,45726,40795,39938,40610,39397,2,1.20E+05,1,0,0,0,0,0,0,1690,2562,1392,1442,1415,1422,1,0
32,2731,3817,4679,5679,6679,6850,1,6.30E+05,2,-2,-2,-2,-2,-2,-2,1138,1.00E+03,1.00E+03,1.00E+03,171,73415,1,0
33,50094,50461,50994,30521,30242,30193,2,5.00E+04,2,0,0,0,0,0,0,2479,2412,1162,1199,1223,1199,1,0
42,49244,48310,41746,25488,26199,28200,2,6.00E+04,1,0,0,0,0,0,0,2.00E+03,2.00E+03,1.00E+03,1501,3.00E+03,1500,1,0
27,12593,39494,33616,24519,10656,30168,2,1.50E+05,2,0,0,0,0,0,-1,38018,1203,41,2587,31382,11027,1,0
25,3002,1921,13454,1807,3560,3337,2,8.00E+04,2,-1,-1,-1,-1,-1,-1,1921,13454,1807,3560,3337,6240,2,0
30,69533,71314,73027,74215,75865,77448,1,8.00E+04,2,0,0,0,0,0,0,3500,3500,3.00E+03,3.00E+03,3.00E+03,3.00E+03,2,0
37,0,0,0,0,474,0,2,3.60E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,474,0,0,2,0
29,233717,87171,87786,86510,83560,84808,2,2.80E+05,1,0,0,0,0,0,0,10004,3066,3171,3501,3030,2789,2,0
33,296148,304249,383030,377145,370850,364365,2,3.60E+05,1,1,2,2,7,6,5,14906,97225,0,0,0,0,1,0
39,0,780,780,0,0,0,2,1.20E+05,2,1,-1,2,2,-2,-2,1170,0,0,0,0,0,1,0
44,82253,88238,83204,81645,84629,87981,2,9.00E+04,1,0,0,0,0,0,0,8238,3200,3.00E+03,5.00E+03,5.00E+03,3.00E+03,2,0
34,21107,24117,24424,24627,24093,24785,1,3.00E+04,2,2,2,2,2,2,0,3374,1.00E+03,900,0,1094,1.00E+03,1,1
34,856,856,856,856,856,856,2,1.20E+05,2,-1,-1,-1,-1,-1,-1,856,856,856,856,856,2664,1,0
25,31040,30259,31712,33734,29822,30966,2,8.00E+04,2,1,2,0,0,2,0,0,2.00E+03,2444,0,3.00E+03,1.00E+03,2,1
34,72996,75241,73442,75115,79230,81278,1,1.30E+05,2,2,2,2,0,0,2,4.00E+03,0,3500,5500,3500,0,1,1
24,2590,8346,8069,13042,12690,15503,2,3.00E+04,2,-1,-1,2,2,2,2,6.00E+03,0,5464,0,3027,0,2,0
34,206161,203907,178625,164483,157497,141493,1,3.70E+05,2,0,0,0,0,0,0,1.00E+04,7014,6.00E+03,6.00E+03,6.00E+03,4.00E+03,2,0
23,6081,3408,4016,3282,1814,2232,1,2.00E+04,2,1,2,0,0,-1,0,0,1.00E+03,100,1814,1.00E+03,0,2,1
27,72656,38054,39410,38288,39276,36885,1,1.90E+05,2,0,0,0,0,0,0,2.00E+03,2.00E+03,1500,1500,1300,1302,2,1
42,15100,14557,24893,14782,2381,2381,2,2.40E+05,1,1,2,0,0,-1,-1,0,14782,0,2381,2381,0,2,0
33,52266,53351,54425,54925,59010,60191,2,1.20E+05,2,0,0,0,0,0,2,2522,2559,2.00E+03,5.00E+03,2300,0,2,0
49,74766,76470,77514,78730,80316,82321,3,9.00E+04,1,2,2,2,2,2,2,3500,2900,3100,3.00E+03,3500,6500,1,1
26,58518,52526,45640,41539,39373,32080,1,9.00E+04,2,1,2,2,0,0,0,3006,99,1500,1500,2015,1200,1,0
35,47438,46400,49276,48286,47915,48386,1,5.00E+04,1,1,2,2,2,0,0,0,3700,0,2.00E+03,6.00E+03,0,2,0
53,7343,7969,8832,10931,11578,10547,2,5.00E+04,2,0,0,0,-1,-1,2,1139,1002,13359,800,0,426,2,0
26,13804,14578,15893,16330,16517,16944,3,2.00E+04,2,0,0,0,0,0,0,1300,1563,1.00E+03,600,700,2.00E+03,2,0
23,7979,8700,9907,9599,14422,18885,2,2.00E+04,1,1,2,2,2,2,3,1.00E+03,1500,0,5.00E+03,5.00E+03,900,2,0
51,4770,16917,739,-11,5132,2724,4,4.90E+05,1,-1,-1,-1,-1,-1,2,17143,742,0,5143,13,5744,1,0
28,0,5072,4872,4284,4322,9887,1,2.80E+05,2,1,-1,-1,0,-1,-1,5072,4900,0,4322,9887,49300,2,1
24,0,670,0,0,0,150,2,1.00E+05,2,1,-1,-1,-2,-2,-1,670,0,0,0,150,477,2,1
42,177061,180778,3647,1593,1228,1006,1,1.80E+05,2,-2,-2,-2,-2,-2,-2,8.00E+03,3653,32,0,1006,0,2,0
46,1495,83590,82293,78622,78430,78120,2,1.10E+05,1,-2,-1,0,0,0,0,86367,2846,2755,2838,2808,2740,2,0
52,15377,17121,17832,18532,19233,20650,2,5.00E+04,1,0,0,0,0,0,0,2.00E+03,1300,1.00E+03,1.00E+03,2.00E+03,0,2,0
27,31789,22289,29815,35442,8321,20718,1,2.00E+05,2,-1,0,-1,0,0,0,22091,29851,283,1387,20057,51281,2,0
46,14591,14828,14250,13780,15077,14009,1,3.60E+05,1,0,0,0,0,0,0,3005,3024,4004,4008,3008,2024,1,1
47,281950,263710,262786,254495,247060,220298,1,2.90E+05,2,0,0,0,0,0,0,11900,1.10E+04,7900,9050,6900,6.00E+03,2,0
28,16122,16787,14459,14743,16351,17126,3,2.00E+04,2,-1,0,0,0,0,0,2.00E+03,2.00E+03,2.00E+03,2.00E+03,2.00E+03,2.00E+03,1,1
23,49026,48983,38417,27038,26254,26352,2,5.00E+04,2,0,0,0,0,0,0,1748,1408,1.00E+03,1.00E+03,1.00E+03,1.00E+03,2,0
25,78327,79322,76290,58987,57947,58077,1,8.00E+04,2,0,0,0,0,0,0,3.00E+03,2454,2059,2100,2149,1956,2,0
26,41525,33907,27517,27506,28115,28815,1,6.00E+04,2,0,0,0,0,0,0,1815,1760,1100,1052,1200,1100,2,0
23,157074,158088,166492,168487,172662,172027,1,1.80E+05,2,2,2,2,2,2,2,5.00E+03,12552,6200,7.00E+03,2304,6180,1,1
41,40483,42538,44561,45450,46715,47642,2,2.80E+05,1,0,0,0,0,0,0,2718,2741,1630,2.00E+03,1705,1572,2,0
25,129911,140013,137279,143848,146986,149805,1,1.50E+05,2,0,0,2,2,2,2,12200,1.00E+03,10400,5600,5400,5.00E+03,2,1
53,23551,23607,22132,63204,19412,18099,1,9.00E+04,1,0,0,0,0,0,0,2400,1582,770,1696,820,520,1,0
28,21404,48774,28705,32017,19052,9847,1,2.50E+05,2,2,2,2,0,0,0,28705,0,4.00E+03,3.00E+03,1500,1.00E+03,2,1
36,0,0,0,0,0,0,2,2.00E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
38,25546,28820,28538,28208,29326,29508,3,3.00E+04,2,0,0,0,0,0,0,3700,718,1500,1500,3.00E+03,12357,2,1
42,1261,0,2521,6934,2255,3021,2,2.00E+05,1,-1,-1,-1,-1,-1,-1,0,2521,6935,2255,3021,0,2,0
35,0,0,0,3602,1197,0,2,3.60E+05,1,1,-2,-2,-1,-1,-1,0,0,3602,1197,0,474,2,0
42,100534,90201,77817,64246,65746,57715,2,1.10E+05,1,-2,-2,-2,-2,-2,-1,3678,1948,1285,1500,60589,1620,1,0
22,6792,6540,7278,7013,7398,8775,2,2.00E+04,2,1,3,2,2,0,0,0,1.00E+03,0,500,1500,0,1,1
25,42726,43072,34984,30090,23820,18012,2,5.00E+04,1,-1,0,0,0,0,0,3941,1432,1.00E+03,2.00E+03,2036,404,2,1
25,120633,118741,104754,79227,77751,69889,2,1.20E+05,2,0,0,0,0,0,0,4622,3384,2589,3.00E+03,2460,1300,1,0
22,30397,31148,28755,30720,28298,9064,2,3.00E+04,2,0,0,2,0,0,0,3500,0,3500,694,343,266,2,0
33,189935,183501,175363,172417,165800,158671,2,1.60E+05,1,0,0,0,0,0,0,8113,6395,1.00E+04,6160,5772,5854,2,0
33,17439,18498,21335,33247,17261,17601,2,2.00E+04,2,0,0,0,2,0,0,1340,3177,0,1546,776,646,1,0
32,1991,991,7658,1.00E+03,1650,1.00E+03,2,1.80E+05,1,-1,2,-1,0,-1,-1,0,7667,0,1650,1.00E+03,2.00E+03,2,0
33,31947,31564,34804,33808,31740,31135,2,3.00E+04,1,2,0,0,2,2,0,1872,5550,1238,0,1515,4665,2,1
33,0,0,0,0,0,35833,2,2.80E+05,2,1,-2,-2,-2,-2,-1,0,0,0,0,35833,1500,2,0
24,18220,20606,22880,22217,23694,24151,2,3.00E+04,2,0,0,0,2,0,0,3.00E+03,2620,0,2.00E+03,1.00E+03,1.00E+03,2,0
26,0,0,0,6954,7361,6957,1,5.00E+04,2,1,-2,-2,-1,0,0,0,0,6954,500,1.00E+03,500,2,0
39,2019,-1,-1,-1,-1,-1,1,3.00E+05,2,-1,-1,-2,-2,-2,-2,1,0,0,0,0,2774,2,1
34,59451,29668,22740,13099,6551,0,3,8.00E+04,0,0,0,0,0,0,0,1834,2124,0,0,0,0,2,0
34,3060,60248,53157,73183,69592,24629,1,3.90E+05,1,-1,-1,0,0,0,-1,60248,7183,6.60E+04,0,24629,43433,2,0
46,396,396,396,396,396,396,3,2.00E+05,2,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,1,0
37,-896,-896,2604,2604,1,1,3,1.30E+05,2,1,-2,-1,0,0,0,0,3500,0,0,0,0,1,0
47,5163,2475,0,0,0,0,2,3.00E+04,1,1,2,2,-2,-2,-2,0,0,0,0,0,0,2,1
44,138877,144085,142520,151078,176717,168431,3,2.00E+05,1,0,0,0,0,0,0,6437,5.00E+03,1.00E+04,27080,10017,4200,1,0
28,780,0,390,390,885,885,2,5.00E+04,2,-1,-1,-1,-1,-1,-1,0,390,390,885,885,885,2,0
35,-6,-6,-6,-6,-6,-6,2,3.40E+05,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
36,91093,92775,81718,83347,85623,87252,2,2.80E+05,2,0,0,0,0,0,0,3224,2965,2987,3623,3148,3194,2,0
35,115634,118823,120475,109993,115151,112232,2,1.70E+05,2,0,0,0,0,0,2,5935,6040,4.00E+03,8.00E+03,0,4320,1,0
