,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
1828,47.0,2506.0,404.0,-2344.0,5410.0,-2634.0,8732.0,1,156454.0,2,-2,-2,-2,-2,-2,-2,5178.0,1448.0,10785.0,1608.0,6668.0,631.0,2,0
1829,33.0,219378.0,251623.0,245070.0,254959.0,232566.0,215329.0,1,349475.0,2,0,0,0,0,0,0,78209.0,10914.0,38266.0,13483.0,8713.0,29871.0,2,0
1830,56.0,-2260.0,-4687.0,1997.0,-5501.0,-1780.0,-3255.0,1,337493.0,1,0,0,0,0,0,0,2118.0,6322.0,2105.0,3330.0,1652.0,4467.0,1,0
1831,22.0,11557.0,2375.0,3453.0,9628.0,6375.0,17036.0,2,11780.0,2,-1,-1,-1,-1,-1,0,315.0,81.0,1797.0,214.0,721.0,2499.0,2,0
1832,36.0,161014.0,188723.0,194989.0,210235.0,209592.0,179905.0,1,195315.0,2,0,0,0,0,2,0,48488.0,582.0,16835.0,8492.0,39673.0,118.0,1,0
1833,28.0,91003.0,89148.0,97887.0,100523.0,105268.0,100317.0,1,91173.0,2,0,0,0,0,2,0,2984.0,14333.0,5250.0,2854.0,3040.0,1290.0,1,0
1834,44.0,-15970.0,-10938.0,3754.0,-13742.0,-11372.0,-8917.0,1,375147.0,2,1,-2,-2,-1,-1,-2,1854.0,5029.0,387.0,164.0,388.0,138.0,2,1
1835,37.0,58562.0,64000.0,58786.0,46186.0,48729.0,50555.0,2,59412.0,1,-2,-2,-2,-2,-2,-2,3084.0,2907.0,1097.0,1676.0,8862.0,654.0,1,0
1836,25.0,58315.0,52984.0,49165.0,51834.0,47956.0,55666.0,1,113047.0,1,-1,-1,-1,-1,-1,-1,2695.0,3560.0,2595.0,1890.0,1295.0,809.0,1,0
1837,25.0,-3731.0,-9283.0,3881.0,5259.0,823.0,4945.0,2,228894.0,1,1,-2,-2,-2,-2,-2,1229.0,10655.0,3888.0,2441.0,4996.0,817.0,1,0
1838,37.0,23895.0,36756.0,38481.0,40424.0,31185.0,31738.0,3,67818.0,1,-1,-1,-1,-1,-1,-1,4075.0,3260.0,4564.0,2470.0,2539.0,3111.0,1,0
1839,43.0,450870.0,463240.0,510037.0,427639.0,432955.0,368736.0,3,381110.0,3,0,0,2,2,-1,0,9618.0,65461.0,6274.0,18172.0,32469.0,11274.0,2,0
1840,28.0,59774.0,61587.0,57844.0,60540.0,52444.0,56702.0,1,65208.0,1,-1,-1,-1,0,0,-1,8363.0,4012.0,3113.0,1296.0,623.0,1185.0,1,0
1841,23.0,249525.0,151004.0,27969.0,41745.0,25195.0,17512.0,1,201301.0,2,0,0,0,0,0,0,1411.0,120.0,6720.0,1714.0,720.0,6080.0,2,0
1842,47.0,236.0,-10183.0,-7333.0,-8508.0,-3976.0,-905.0,1,191414.0,2,2,2,0,0,0,2,309.0,544.0,492.0,880.0,1224.0,208.0,2,1
1843,52.0,27053.0,25981.0,26312.0,28433.0,18685.0,13850.0,1,115110.0,2,0,0,0,0,0,-1,1386.0,752.0,1128.0,878.0,366.0,1511.0,1,0
1844,37.0,3569.0,2737.0,-5560.0,-1608.0,-4141.0,2863.0,1,304448.0,1,-2,-2,-2,-2,-2,-2,6981.0,964.0,6329.0,1770.0,1848.0,712.0,2,0
1845,61.0,109842.0,122969.0,127814.0,122881.0,139344.0,122438.0,1,176579.0,2,0,0,0,0,0,0,16517.0,5087.0,4223.0,4192.0,8211.0,6408.0,1,0
1846,22.0,28085.0,28107.0,26417.0,27860.0,27904.0,41237.0,1,22389.0,2,-1,-1,-1,-1,0,0,6096.0,1946.0,1009.0,1438.0,10292.0,455.0,2,0
1847,27.0,92534.0,90703.0,79907.0,89727.0,84786.0,87389.0,1,264204.0,1,0,0,0,2,2,2,7000.0,1792.0,14558.0,8960.0,8303.0,1010.0,1,0
1848,29.0,5780.0,7557.0,9260.0,7503.0,4384.0,3957.0,1,136833.0,1,-2,-2,-2,-2,-2,-2,1889.0,397.0,1633.0,590.0,1421.0,603.0,2,1
1849,45.0,6914.0,14198.0,18546.0,11191.0,14170.0,9575.0,2,410036.0,1,0,0,0,0,0,0,8552.0,3490.0,1948.0,7352.0,744.0,105994.0,1,0
1850,56.0,22950.0,7264.0,-1778.0,-3232.0,1246.0,16129.0,2,19619.0,1,-1,-1,0,0,-1,-1,3957.0,1643.0,1723.0,1937.0,1189.0,230.0,2,0
1851,24.0,12066.0,3301.0,7570.0,12251.0,11917.0,20669.0,1,20129.0,2,1,2,2,2,2,2,3359.0,6723.0,6749.0,1664.0,4613.0,433.0,2,0
1852,33.0,35043.0,23176.0,3668.0,-5245.0,-1748.0,2489.0,1,333016.0,2,-2,-2,-2,-2,-2,-2,1021.0,380.0,326.0,1841.0,3813.0,5894.0,1,1
1853,47.0,-6880.0,-8138.0,1135.0,-4226.0,-1281.0,-2289.0,2,421592.0,1,-1,-1,2,-1,-1,-1,932.0,2822.0,921.0,2609.0,1473.0,691.0,2,0
1854,39.0,796.0,-13142.0,-6223.0,-9412.0,-1185.0,2718.0,2,728773.0,2,0,0,0,0,2,2,435.0,1303.0,4618.0,984.0,1284.0,763.0,2,0
1855,39.0,19050.0,16000.0,7907.0,3047.0,7021.0,7248.0,2,48527.0,2,0,0,2,2,2,0,935.0,635.0,261.0,686.0,93.0,252.0,1,0
1856,33.0,57361.0,49502.0,49316.0,50523.0,44620.0,53263.0,1,122120.0,2,-1,-1,-1,-1,0,0,411.0,4480.0,800.0,44.0,1397.0,186.0,2,0
1857,23.0,23906.0,26140.0,24163.0,23426.0,18787.0,28640.0,3,13984.0,1,0,0,0,0,0,0,2193.0,165.0,281.0,130.0,303.0,82.0,2,1
1858,38.0,132373.0,131375.0,134055.0,152934.0,142568.0,126511.0,1,159346.0,1,0,0,0,-1,-1,-1,7780.0,13523.0,14980.0,3847.0,7686.0,5763.0,1,1
1859,24.0,11476.0,-7076.0,-5987.0,-4825.0,-3529.0,7521.0,1,44022.0,1,0,0,0,0,0,0,35.0,342.0,341.0,494.0,288.0,7.0,2,0
1860,21.0,19703.0,19005.0,20249.0,14458.0,17273.0,24946.0,2,13470.0,1,0,0,3,2,2,0,1690.0,123.0,1188.0,931.0,5209.0,9522.0,2,0
1861,49.0,3449.0,15546.0,22686.0,14155.0,14284.0,15691.0,1,275031.0,2,0,0,0,0,0,0,11162.0,14086.0,1850.0,1946.0,2847.0,1006.0,2,0
1862,32.0,46622.0,37572.0,32064.0,23619.0,18592.0,15222.0,1,154325.0,1,0,0,0,0,0,0,1765.0,2195.0,1436.0,687.0,229.0,1449.0,2,0
1863,36.0,-2141.0,-9659.0,-3654.0,-10216.0,-4702.0,-3192.0,3,209049.0,2,0,0,0,0,0,0,682.0,2185.0,672.0,697.0,673.0,428.0,2,0
1864,27.0,1292.0,-8494.0,-7442.0,-2166.0,-3377.0,4120.0,2,123259.0,1,-1,-1,-1,-1,-1,-1,70.0,111.0,1338.0,1081.0,1146.0,194.0,2,0
1865,26.0,1303.0,-2604.0,2420.0,4089.0,-606.0,6870.0,3,23796.0,1,2,2,2,2,0,0,452.0,1237.0,795.0,193.0,2218.0,69.0,1,1
1866,23.0,24608.0,27710.0,29591.0,32659.0,31687.0,37391.0,1,32585.0,2,0,0,0,2,2,2,7649.0,889.0,2129.0,1730.0,2519.0,1525.0,1,1
1867,33.0,-9990.0,-11618.0,-5339.0,-9127.0,-9292.0,-4500.0,1,221943.0,1,1,-1,-1,-2,-2,-2,675.0,2533.0,269.0,172.0,1401.0,4.0,2,0
1868,39.0,2598.0,13449.0,14099.0,12878.0,14636.0,25514.0,2,499870.0,2,0,0,0,0,0,0,8772.0,3742.0,12526.0,26544.0,21310.0,139456.0,1,0
1869,34.0,18332.0,7041.0,18292.0,12719.0,-3099.0,-7906.0,3,90168.0,1,0,0,0,0,2,-1,937.0,46449.0,10689.0,1388.0,900.0,1638.0,1,0
1870,25.0,37579.0,35894.0,35425.0,29550.0,32688.0,30998.0,1,46397.0,2,0,0,0,0,0,-2,1865.0,1120.0,729.0,3752.0,778.0,10914.0,1,0
1871,28.0,56549.0,51808.0,51185.0,47471.0,51187.0,48213.0,2,73699.0,2,-2,-1,-1,-1,-1,-1,2508.0,4941.0,2477.0,2593.0,1413.0,1574.0,2,0
1872,32.0,23719.0,23269.0,27885.0,28308.0,21440.0,23588.0,1,31946.0,2,0,0,0,0,0,0,400.0,271.0,243.0,72.0,621.0,985.0,2,1
1873,35.0,384660.0,389157.0,416869.0,359692.0,367365.0,326093.0,2,339409.0,2,-1,0,0,0,0,0,2114.0,26168.0,6288.0,5228.0,14030.0,4668.0,2,0
1874,43.0,39585.0,50592.0,48613.0,50703.0,42119.0,42461.0,1,58035.0,2,1,-2,-2,-2,-2,-2,11611.0,1000.0,2228.0,758.0,1005.0,2940.0,1,0
1875,29.0,216546.0,202089.0,187840.0,133517.0,145146.0,121735.0,2,239492.0,2,0,0,0,0,0,0,2253.0,7583.0,1042.0,9271.0,7580.0,17477.0,2,0
1876,27.0,38632.0,36145.0,28162.0,18639.0,16996.0,14384.0,1,41769.0,2,0,0,2,2,4,5,3810.0,2164.0,2077.0,2013.0,1151.0,8444.0,1,0
1877,25.0,28994.0,12421.0,3586.0,4277.0,7200.0,13820.0,2,192940.0,2,0,0,0,0,0,0,627.0,1703.0,1615.0,2921.0,529.0,1158.0,2,0
1878,49.0,36705.0,38309.0,33260.0,28694.0,24753.0,28730.0,2,25497.0,1,2,0,0,-2,-2,-2,3522.0,2009.0,968.0,987.0,2140.0,686.0,2,1
1879,34.0,-1700.0,3419.0,-14001.0,-13208.0,-2242.0,6165.0,2,198596.0,1,0,0,0,0,0,0,3460.0,8.0,398.0,2427.0,300.0,943.0,2,0
1880,29.0,-5259.0,-4642.0,21607.0,-5118.0,-4904.0,-11568.0,3,145733.0,2,0,0,0,2,0,0,4077.0,57954.0,996.0,1849.0,2663.0,40017.0,1,0
1881,26.0,60670.0,61364.0,55609.0,56367.0,51531.0,54764.0,3,66931.0,1,-1,-1,-1,0,0,0,941.0,143.0,135.0,302.0,384.0,599.0,2,1
1882,42.0,320574.0,327082.0,354421.0,316231.0,368430.0,312215.0,2,370476.0,2,0,0,0,0,0,-2,13655.0,19202.0,5688.0,4975.0,21752.0,13398.0,1,0
1883,31.0,203733.0,199061.0,184717.0,161749.0,162696.0,138236.0,3,348494.0,1,0,0,0,0,-2,-2,3785.0,12160.0,4987.0,6160.0,8285.0,59085.0,2,0
1884,49.0,43089.0,35492.0,36461.0,34286.0,29735.0,28842.0,2,33389.0,2,2,2,0,0,0,0,811.0,5880.0,1502.0,2408.0,2446.0,3870.0,1,1
1885,25.0,13181.0,-6518.0,-1683.0,-1731.0,-749.0,2979.0,1,56887.0,2,-1,-1,-1,0,0,-1,925.0,1764.0,1785.0,2316.0,682.0,894.0,2,0
1886,31.0,5511.0,1280.0,-4532.0,-8963.0,-5995.0,-489.0,1,117218.0,1,0,-1,-1,-1,-1,-1,2118.0,750.0,917.0,715.0,247.0,523.0,1,0
1887,23.0,20910.0,17645.0,22203.0,20482.0,22291.0,32917.0,1,22741.0,2,0,0,0,0,0,0,571.0,384.0,184.0,1129.0,1877.0,734.0,2,0
1888,43.0,-714.0,406.0,10432.0,-2366.0,1095.0,-1300.0,1,277520.0,1,0,0,2,-1,-1,-1,3333.0,12424.0,1049.0,3406.0,1152.0,1061.0,1,0
1889,30.0,24613.0,21496.0,24410.0,18401.0,15646.0,18171.0,1,228952.0,2,-1,-1,-1,0,0,-1,2359.0,5987.0,593.0,1212.0,1019.0,1354.0,1,1
1890,29.0,-7403.0,-8962.0,-3007.0,-2184.0,12732.0,7525.0,3,360114.0,1,2,0,0,0,0,0,479.0,672.0,4660.0,22830.0,2642.0,1908.0,1,0
1891,47.0,-4684.0,-5253.0,-6242.0,-5622.0,-5051.0,-4158.0,1,304513.0,2,1,2,2,0,0,0,2692.0,237.0,2858.0,1241.0,893.0,309.0,1,0
1892,45.0,66109.0,66027.0,70117.0,60173.0,60143.0,65034.0,2,80096.0,1,-1,2,-1,-1,0,0,493.0,4520.0,402.0,1309.0,1320.0,331.0,1,0
1893,46.0,51567.0,63623.0,42009.0,56463.0,69431.0,65493.0,2,33359.0,1,-1,-1,-1,-1,-1,0,439.0,0.0,545.0,0.0,4.0,0.0,2,0
1894,33.0,51214.0,43183.0,36454.0,26149.0,16998.0,18253.0,2,50586.0,1,0,0,0,0,0,0,935.0,1556.0,337.0,404.0,391.0,1466.0,1,0
1895,29.0,-6826.0,-4836.0,-2153.0,-4695.0,-5192.0,3673.0,2,91785.0,1,0,0,0,0,0,0,1995.0,1622.0,1885.0,966.0,4681.0,396.0,2,0
1896,25.0,-1774.0,4480.0,829.0,4312.0,-3350.0,3519.0,1,59233.0,2,0,0,0,0,0,-2,2847.0,2698.0,7130.0,909.0,1878.0,3592.0,1,0
1897,31.0,36125.0,17209.0,466.0,6466.0,11876.0,14778.0,2,84966.0,2,-1,-1,-1,-1,-1,0,585.0,1943.0,3410.0,1008.0,1892.0,850.0,2,0
1898,29.0,-6264.0,-11890.0,-3397.0,-11530.0,-7869.0,-1069.0,2,96379.0,2,-1,-1,-2,-2,-2,-2,2085.0,923.0,353.0,645.0,3900.0,524.0,2,0
1899,42.0,15927.0,9324.0,10724.0,9029.0,10191.0,9891.0,1,277019.0,2,1,-1,-1,-1,-1,-1,1378.0,4954.0,940.0,835.0,683.0,4229.0,2,0
1900,32.0,44825.0,39416.0,35302.0,26890.0,25641.0,31959.0,3,22983.0,2,0,0,-1,-1,-1,-1,1022.0,2501.0,1083.0,2322.0,9292.0,493.0,2,0
1901,42.0,-13269.0,-5088.0,3853.0,-13875.0,-10663.0,-15746.0,3,307731.0,1,-1,-1,-1,-1,-2,-1,11364.0,2179.0,653.0,1030.0,1362.0,5800.0,1,1
1902,28.0,24576.0,20985.0,13311.0,18584.0,8627.0,3439.0,1,284541.0,1,0,0,0,0,0,0,2200.0,600.0,4642.0,804.0,981.0,29276.0,1,0
1903,38.0,51754.0,55863.0,55749.0,55765.0,59896.0,51592.0,1,83665.0,2,-1,-1,-1,-1,-1,-2,2832.0,3114.0,2234.0,2658.0,641.0,1734.0,1,0
1904,42.0,59162.0,60796.0,57452.0,46705.0,51235.0,48016.0,1,75631.0,2,0,0,0,0,0,0,2205.0,6522.0,1126.0,2348.0,1054.0,1804.0,2,0
1905,49.0,188389.0,187179.0,208491.0,163470.0,173001.0,149828.0,3,184985.0,2,0,0,0,0,0,0,7418.0,12959.0,3231.0,15036.0,27219.0,5816.0,1,0
1906,32.0,190306.0,183352.0,203051.0,198055.0,125564.0,121929.0,3,233186.0,2,3,2,2,2,2,2,2438.0,13922.0,8781.0,1975.0,7829.0,7877.0,2,1
1907,35.0,329512.0,342509.0,356040.0,292145.0,245759.0,196600.0,2,305231.0,1,1,-2,-1,-1,-1,0,13193.0,9125.0,4890.0,10472.0,5518.0,9725.0,2,0
1908,27.0,72485.0,75108.0,74597.0,69791.0,79500.0,69301.0,2,82011.0,1,2,2,2,2,2,2,875.0,16451.0,1646.0,4120.0,2298.0,927.0,1,1
1909,52.0,148024.0,134024.0,127221.0,92253.0,26565.0,-5792.0,3,140829.0,2,-1,-1,2,0,0,0,2066.0,5230.0,433.0,395.0,1029.0,132.0,2,0
1910,30.0,1134.0,959.0,-1462.0,-1101.0,18556.0,19584.0,1,40018.0,1,1,2,0,0,0,2,533.0,1867.0,949.0,3592.0,3656.0,118.0,2,1
1911,30.0,2018.0,2702.0,3679.0,9291.0,4533.0,10897.0,1,220414.0,2,0,0,0,0,0,0,7028.0,4366.0,12670.0,6112.0,7697.0,1866.0,2,0
1912,30.0,32138.0,29770.0,17595.0,18039.0,11569.0,7753.0,1,226556.0,1,0,0,0,0,0,0,5641.0,298.0,3830.0,1108.0,353.0,21627.0,2,0
1913,47.0,5127.0,5603.0,-3294.0,-3677.0,6760.0,11840.0,3,75342.0,1,-1,-1,0,0,-2,-1,3564.0,1512.0,2189.0,4466.0,1217.0,95.0,2,0
1914,27.0,-10850.0,-8610.0,-5932.0,-4767.0,-2024.0,-5837.0,3,365162.0,2,2,0,-1,0,0,0,1953.0,348.0,2096.0,2742.0,631.0,345.0,2,1
1915,41.0,65790.0,50111.0,49238.0,49246.0,51717.0,61932.0,3,96459.0,2,1,2,0,-1,-1,-1,614.0,3035.0,1659.0,1840.0,1359.0,232.0,1,1
1916,31.0,156713.0,162241.0,164113.0,92336.0,110603.0,106923.0,2,273985.0,1,-2,-2,-2,-2,-2,-2,5380.0,3640.0,1998.0,10880.0,7944.0,56142.0,1,0
1917,22.0,40457.0,31229.0,25445.0,24855.0,18463.0,25935.0,1,37381.0,2,-1,-1,2,0,0,0,410.0,199.0,775.0,606.0,865.0,1882.0,2,0
1918,25.0,4042.0,-3821.0,-5032.0,-3790.0,-544.0,6827.0,2,28700.0,2,2,2,2,0,0,0,157.0,375.0,181.0,313.0,213.0,28.0,1,1
1919,47.0,130687.0,89211.0,26557.0,18771.0,12482.0,37580.0,1,133226.0,2,0,0,0,0,0,0,1415.0,557.0,5362.0,9934.0,36356.0,21340.0,2,0
1920,35.0,47593.0,63312.0,65681.0,51695.0,53201.0,63516.0,2,35942.0,2,0,0,2,0,0,-1,6447.0,4171.0,402.0,3814.0,31940.0,1251.0,2,1
1921,36.0,239194.0,233408.0,230611.0,207752.0,166179.0,137369.0,1,244369.0,2,2,2,0,0,0,0,3540.0,13673.0,7094.0,5679.0,3668.0,8798.0,2,1
1922,46.0,30263.0,14641.0,12073.0,14931.0,920.0,6667.0,1,37350.0,1,0,0,0,-2,-1,0,946.0,3315.0,376.0,207.0,776.0,31.0,2,0
1923,37.0,60059.0,50424.0,39529.0,32736.0,34234.0,35680.0,1,197399.0,2,0,0,0,0,0,0,1700.0,3795.0,1502.0,4490.0,2535.0,5269.0,1,0
1924,28.0,4615.0,5564.0,6063.0,7932.0,13532.0,18402.0,1,25892.0,2,1,-2,-2,-2,-2,-1,261.0,508.0,465.0,2375.0,273.0,13.0,1,0
1925,48.0,18202.0,19418.0,13611.0,13780.0,14536.0,15260.0,2,17067.0,1,0,0,0,0,0,0,795.0,131.0,230.0,122.0,62.0,311.0,2,0
1926,40.0,229184.0,236629.0,258247.0,241573.0,266176.0,218611.0,1,249097.0,2,0,0,0,0,0,0,6691.0,16776.0,11863.0,19769.0,12317.0,12654.0,2,1
1927,29.0,23190.0,18528.0,16058.0,23547.0,2319.0,4911.0,2,411295.0,2,1,-2,-2,-1,-1,-1,3750.0,53728.0,39297.0,1908.0,816.0,74219.0,2,0
1928,32.0,26688.0,31224.0,22704.0,29748.0,25572.0,25645.0,2,73708.0,2,0,0,0,0,2,2,7457.0,779.0,3516.0,2245.0,881.0,3473.0,2,0
1929,46.0,196864.0,190965.0,195539.0,178776.0,169899.0,146768.0,2,198066.0,2,0,0,0,0,0,0,3895.0,19249.0,7922.0,2199.0,2986.0,4450.0,2,0
1930,26.0,56973.0,37457.0,15794.0,33894.0,97426.0,81697.0,2,170017.0,1,-1,-1,-1,-1,-1,-1,1182.0,307.0,28362.0,65100.0,11803.0,15811.0,2,0
1931,32.0,-5067.0,-396.0,-2120.0,9898.0,14740.0,20904.0,2,210929.0,2,0,0,2,0,0,0,6654.0,947.0,9948.0,24005.0,44724.0,6011.0,2,0
1932,34.0,32313.0,22003.0,26354.0,29487.0,23442.0,26979.0,2,25540.0,2,0,0,0,0,0,0,104.0,396.0,254.0,333.0,423.0,109.0,1,0
1933,38.0,124735.0,87811.0,46850.0,51716.0,43205.0,41269.0,3,207939.0,3,1,2,2,2,-1,-1,2137.0,1828.0,4138.0,4221.0,1063.0,1240.0,2,1
1934,32.0,31576.0,27065.0,18708.0,21847.0,14214.0,17838.0,2,72091.0,1,-2,-2,-2,-2,-2,-2,714.0,4519.0,3316.0,4995.0,13981.0,2574.0,2,0
1935,35.0,56426.0,46237.0,44514.0,38075.0,32215.0,39129.0,2,28605.0,2,2,2,2,0,0,0,965.0,1848.0,312.0,1089.0,362.0,284.0,2,1
1936,34.0,176490.0,163585.0,148123.0,148341.0,118469.0,212200.0,3,196043.0,1,0,0,2,0,0,2,16445.0,2639.0,6355.0,3480.0,90480.0,10953.0,2,1
1937,49.0,1080.0,4133.0,-1826.0,847.0,1705.0,-4958.0,1,449035.0,2,0,0,0,0,0,0,6303.0,693.0,5459.0,3729.0,473.0,1072.0,2,0
1938,41.0,27623.0,25974.0,26292.0,28436.0,24049.0,21221.0,1,26890.0,2,0,0,0,0,0,0,971.0,2089.0,960.0,1070.0,558.0,624.0,1,0
1939,32.0,111651.0,123860.0,116449.0,137788.0,130928.0,123177.0,3,301579.0,2,2,2,2,0,0,2,19115.0,17259.0,45226.0,6442.0,7298.0,9243.0,2,1
1940,32.0,-13277.0,-11248.0,-7878.0,-8770.0,-4602.0,-3016.0,1,284838.0,2,0,-1,0,0,0,-1,463.0,1417.0,1170.0,1674.0,1366.0,397.0,2,0
1941,23.0,22941.0,18518.0,14626.0,19335.0,18667.0,22946.0,3,98285.0,2,0,0,0,0,0,0,1435.0,558.0,3689.0,2323.0,2404.0,2013.0,1,0
1942,41.0,5512.0,-3015.0,5768.0,-6267.0,-8283.0,-7452.0,1,120632.0,2,-1,-1,0,0,-1,-1,235.0,2330.0,321.0,193.0,71.0,70.0,1,1
1943,41.0,20520.0,21274.0,22517.0,28052.0,28736.0,28379.0,1,27859.0,1,0,0,0,0,0,0,1191.0,732.0,1401.0,1966.0,528.0,942.0,1,0
1944,48.0,261415.0,252560.0,263853.0,277072.0,265547.0,272113.0,2,457844.0,2,0,0,0,0,0,0,7856.0,22110.0,34357.0,9948.0,27574.0,19883.0,2,0
1945,26.0,41395.0,52499.0,53000.0,52703.0,45457.0,44128.0,1,64310.0,2,0,0,0,0,0,0,12635.0,8369.0,8979.0,7094.0,7621.0,140599.0,2,0
1946,25.0,44839.0,34662.0,25969.0,16200.0,11484.0,2100.0,2,64542.0,3,0,0,0,0,2,0,689.0,234.0,131.0,310.0,220.0,825.0,1,0
1947,27.0,59420.0,66083.0,68404.0,57479.0,58934.0,59964.0,1,124226.0,2,-2,-2,-2,-2,-2,-2,8450.0,9533.0,2115.0,1203.0,568.0,670.0,2,0
1948,37.0,22858.0,-1784.0,-8545.0,-9615.0,-5322.0,2919.0,2,93763.0,2,-1,2,2,2,2,2,113.0,133.0,785.0,351.0,434.0,316.0,2,0
1949,33.0,4423.0,3620.0,-1680.0,6966.0,1210.0,5313.0,1,490122.0,1,0,0,0,0,0,2,826.0,424.0,2668.0,244.0,1215.0,7052.0,1,1
1950,28.0,30553.0,28262.0,21038.0,15212.0,4246.0,9208.0,2,72538.0,2,1,2,3,2,0,0,13584.0,3908.0,1479.0,4954.0,5381.0,9133.0,1,1
1951,31.0,10838.0,11371.0,8091.0,11679.0,9999.0,17458.0,3,153039.0,1,0,0,0,0,0,0,1562.0,16496.0,13427.0,6656.0,6858.0,3392.0,1,0
1952,39.0,34050.0,29329.0,17873.0,13241.0,2840.0,3834.0,2,36928.0,2,2,2,2,0,0,0,1851.0,2053.0,2695.0,1406.0,504.0,693.0,1,1
1953,50.0,30136.0,13842.0,8283.0,16531.0,11805.0,17574.0,2,21153.0,1,1,-2,-2,-2,-2,-2,25.0,1070.0,1160.0,164.0,492.0,1172.0,1,1
1954,36.0,59003.0,54577.0,47880.0,32484.0,24132.0,41328.0,3,308378.0,1,0,0,0,0,0,0,2624.0,2703.0,1145.0,722.0,11336.0,1108.0,1,1
1955,24.0,24778.0,20660.0,17616.0,18623.0,20060.0,26879.0,1,29597.0,2,0,0,0,2,2,2,794.0,89.0,317.0,257.0,748.0,122.0,2,0
1956,38.0,-8007.0,-5284.0,-2718.0,-12813.0,-12643.0,-21577.0,2,186255.0,1,0,0,0,0,0,0,4544.0,457.0,1139.0,360.0,1895.0,5827.0,2,0
1957,28.0,-2956.0,-4443.0,-1606.0,-9942.0,-6243.0,-6018.0,1,269717.0,2,-2,-2,-2,-2,-2,-2,3073.0,1457.0,777.0,1399.0,840.0,2019.0,2,0
1958,30.0,30681.0,21160.0,21297.0,23234.0,20156.0,24556.0,1,112442.0,2,1,-2,-1,0,-1,-1,679.0,4930.0,1573.0,661.0,211.0,360.0,1,0
1959,53.0,30264.0,27187.0,26815.0,23471.0,20586.0,22933.0,2,35987.0,2,2,0,0,0,0,0,1814.0,464.0,346.0,303.0,508.0,314.0,2,0
1960,41.0,-8315.0,-10127.0,-5938.0,-8604.0,-3278.0,1019.0,2,187853.0,2,0,0,0,0,0,0,567.0,829.0,806.0,855.0,1861.0,182.0,1,0
1961,38.0,78177.0,74030.0,70346.0,62770.0,58886.0,55911.0,2,97829.0,1,0,0,0,0,0,0,1991.0,4599.0,1944.0,3479.0,866.0,1290.0,2,0
1962,25.0,30526.0,37080.0,39548.0,43624.0,49671.0,55351.0,1,212986.0,2,-2,-2,-2,-2,-2,-2,12026.0,13432.0,10287.0,7244.0,12406.0,6145.0,2,0
1963,29.0,99502.0,95278.0,87929.0,46951.0,53662.0,47469.0,2,91221.0,1,0,0,0,0,0,0,2054.0,1195.0,615.0,3266.0,1497.0,2820.0,1,0
1964,37.0,-6667.0,-7150.0,-7352.0,-4967.0,-113.0,-2373.0,2,94917.0,1,2,2,2,2,2,2,4.0,56.0,128.0,566.0,426.0,94.0,2,1
1965,25.0,57409.0,63817.0,58963.0,74309.0,65590.0,56736.0,2,146566.0,2,0,0,0,0,0,0,6534.0,3527.0,15776.0,4809.0,739.0,1131.0,1,0
1966,22.0,23866.0,12913.0,8050.0,14395.0,11119.0,12219.0,2,22161.0,1,0,0,0,0,0,0,5913.0,1621.0,4773.0,379.0,667.0,7841.0,1,0
1967,32.0,12782.0,30709.0,15503.0,-1977.0,-2829.0,6992.0,2,126274.0,1,-2,2,-1,-1,-1,-1,40518.0,2330.0,119.0,556.0,364.0,256.0,1,0
1968,38.0,111960.0,131097.0,137058.0,145513.0,138412.0,153352.0,2,147478.0,2,0,0,0,0,0,0,27425.0,28558.0,17737.0,7703.0,8639.0,5051.0,1,0
1969,27.0,10117.0,8058.0,3669.0,12442.0,13859.0,21349.0,2,22224.0,1,0,0,0,0,0,0,5597.0,192.0,16330.0,1278.0,8723.0,255.0,2,0
1970,40.0,-1475.0,-2286.0,2412.0,298.0,2513.0,-1897.0,2,411089.0,1,1,3,2,0,0,2,3133.0,7830.0,5103.0,12156.0,5235.0,3758.0,2,1
1971,41.0,-11730.0,-8766.0,-3650.0,-14421.0,-9665.0,-5150.0,2,242586.0,1,0,0,0,0,0,0,2300.0,1449.0,384.0,522.0,1416.0,408.0,2,0
1972,45.0,-8656.0,-9036.0,-5473.0,-8033.0,-4820.0,-5868.0,1,175183.0,2,0,0,0,0,0,0,895.0,597.0,1955.0,2183.0,507.0,4363.0,1,0
1973,42.0,101920.0,84622.0,65794.0,62438.0,29819.0,22861.0,2,91375.0,1,0,0,0,0,0,0,21.0,698.0,966.0,26.0,166.0,0.0,2,0
1974,28.0,-10056.0,-12568.0,-1862.0,-5214.0,-4495.0,-1519.0,1,258137.0,2,0,0,0,0,0,0,66.0,62.0,67.0,53.0,59.0,74.0,1,0
1975,31.0,108675.0,94739.0,81555.0,91193.0,86303.0,209325.0,1,104229.0,1,-2,-2,-1,-1,-2,-2,20969.0,14631.0,11464.0,7066.0,154411.0,5731.0,2,0
